x1 x2 x3 x4 x5 x6 x7 x8 y1  
446 24 79 162 11.61 967 712 28 57.027
178.03 129.8 118.6 179.94 3.57 1007.3 746.8 14 34.239
251.37 0 118.27 192.94 5.75 1043.6 754.3 3 11.983
362.6 189 0 164.9 11.6 944.7 755.8 28 71.299
212.07 0 121.62 180.31 5.69 1057.6 779.32 3 12.473
439 177 0 186 11.1 884.9 707.9 3 39.3
159.1 186.7 0 175.6 11.3 989.6 788.9 28 32.768
157 236 0 192 0 935.4 781.2 90 43.377
236 0 0 193 0 968 885 7 9.9905
254 0 0 198 0 968 863 3 9.3079
380 95 0 228 0 932 594 7 32.823
251.37 0 118.27 188.45 6.35 1028.4 757.73 100 44.209
252 0 0 185 0 1111 784 28 19.691
202 11 141 206 1.72 942 801 28 21.967
362.6 189 0 164.9 11.6 944.7 755.8 91 79.297
166.8 250.2 0 203.5 0 975.6 692.6 90 43.565
220.8 147.2 0 185.7 0 1055 744.3 7 13.089
531.3 0 0 141.8 28.2 852.1 893.7 3 41.3
540 0 0 173 0 1125 613 3 41.637
362.6 189 0 164.9 11.6 944.7 755.8 7 55.896
182.04 45.21 121.97 170.21 8.19 1059.4 780.65 56 43.499
167.95 42.08 163.83 121.75 5.72 1058.7 780.11 100 39.231
203.5 135.7 0 185.7 0 1076.2 759.3 7 11.958
281 0 0 186 0 1104 774 7 14.5
254 0 0 198 0 968 863 365 29.785
250 0 95.69 191.84 5.33 948.9 857.2 56 39.645
190 190 0 228 0 932 670 365 53.692
275.07 0 121.35 159.48 9.9 1053.6 777.5 14 38.769
212.52 0 100.37 159.32 8.71 1007.8 903.59 100 42.92
236 0 0 194 0 968 885 28 18.416
318.8 212.5 0 155.7 14.3 852.1 880.4 28 55.496
277.05 0 97.39 160.6 11.83 973.9 875.61 56 51.035
260 101 78 171 10 936 763 28 49.773
475 118.8 0 181.1 8.9 852.1 781.5 28 68.299
375 93.8 0 126.6 23.4 852.1 992.6 7 45.698
167.35 129.9 128.62 175.46 7.79 1006.3 746.6 14 31.812
212.52 0 100.37 159.32 8.71 1007.8 903.59 28 31.64
385 0 136 158 20 903 768 28 55.551
246.83 0 125.08 143.3 11.99 1086.8 800.89 3 23.525
116 173 0 192 0 909.8 891.9 7 10.09
133 200 0 192 0 927.4 839.2 90 36.588
213.5 0 174.24 154.61 11.66 1052.3 775.48 56 51.435
310 0 0 192 0 1012 830 7 17.244
286.3 200.9 0 144.7 11.2 1004.6 803.7 56 72.995
362.6 189 0 164.9 11.6 944.7 755.8 3 35.301
359 19 141 154 10.91 942 801 28 62.935
214.9 53.8 121.89 155.63 9.61 1014.3 780.58 56 53.958
500 0 0 200 0 1125 613 3 26.062
250 0 95.69 187.42 5.53 956.86 861.17 14 24.918
310 143 0 168 10 914 804 28 45.299
295.71 0 95.64 171.54 8.87 955.14 859.2 14 35.232
425 106.3 0 153.5 16.5 852.1 887.1 28 60.295
387 20 94 157 14.32 938 845 7 36.839
153 102 0 192 0 888 943.1 28 17.964
250 0 95.69 187.42 5.53 956.86 861.17 28 29.22
166 260 0 183 13 859 827 28 37.914
139.6 209.4 0 192 0 1047 806.9 360 44.698
251.81 0 99.94 146.14 12.35 1006 899.76 56 44.14
326.5 0 137.9 199 10.8 801.1 792.5 28 38.631
266 114 0 228 0 932 670 90 47.03
148 0 137 158 16 1002 830 28 17.954
116 173 0 192 0 909.8 891.9 90 31.024
375 93.8 0 126.6 23.4 852.1 992.6 28 56.696
237.5 237.5 0 228 0 932 594 90 33.117
200 133 0 192 0 965.4 806.2 90 43.251
379.5 151.2 0 153.9 15.9 1134.3 605 3 28.599
231.75 0 121.62 173.96 6.72 1056.4 778.45 56 42.699
229.68 0 118.16 195.23 6.13 1028.1 757.63 14 22.318
516 0 0 162 8.26 801 802 28 41.369
322 0 116 196 10 818 813 28 31.178
272.8 181.9 0 185.7 0 1012.4 714.3 28 31.382
376 0 0 214.6 0 1003.5 762.36 28 31.971
525 0 0 189 0 1125 613 270 67.114
251.37 0 118.27 188.45 5.75 1028.4 757.73 28 29.654
331 0 0 192 0 1025 821 3 14.307
190.34 0 125.18 161.85 9.88 1088.1 802.59 3 9.4458
491 26 123 201 3.93 822 699 56 61.856
374 0 0 190 7 1013 730 28 39.052
173.54 50.05 173.53 164.77 6.47 1006.2 793.5 28 38.204
202 11 141 206 1.72 942 801 7 15.07
446 24 79 162 11.64 967 712 3 23.346
310 0 0 192 0 970 850 360 38.114
297 0 0 186 0 1040 734 7 30.957
336.5 0 0 181.9 3.4 985.8 816.8 28 44.868
321 0 128 182 11 870 780 28 37.259
141.3 212 0 203.5 0 971.8 748.5 28 29.892
251.37 0 118.27 192.94 5.75 1043.6 754.3 56 39.266
349 0 0 192 0 1047 806 7 18.126
314 145 113 179 8 869 690 28 46.229
323.7 282.8 0 183.8 10.3 942.7 659.9 7 49.801
318.8 212.5 0 155.7 14.3 852.1 880.4 56 66.1
141.9 166.6 129.7 173.5 10.9 882.6 785.3 28 44.612
397 0 0 185.7 0 1040.6 734.3 28 33.082
155 183 0 193 9 1047 697 28 18.285
252.31 0 98.75 146.25 14.17 987.76 889.01 56 55.827
149 153 194 192 8 935 623 28 24.58
122.6 183.9 0 203.5 0 958.2 800.1 28 24.291
304 76 0 228 0 932 670 180 50.949
190.68 0 125.4 162.14 7.77 1090 804.01 56 35.343
182.04 45.21 121.97 170.21 8.19 1059.4 780.65 28 31.268
355.9 0 141.6 193.3 11 801.4 778.4 28 40.869
313 161 0 178 10 917 759 28 52.442
397 17.2 158 167 20.8 967 633 28 55.648
439 177 0 186 11.1 884.9 707.9 91 73.298
349 0 0 192 0 1047 806 28 32.723
212 141.3 0 203.5 0 973.4 750 90 39.7
172.38 13.61 172.37 156.76 4.14 1006.3 856.4 56 35.853
359 19 141 154 10.91 942 801 28 59.495
469 117.2 0 137.8 32.2 852.1 840.5 3 40.196
200 133 0 192 0 965.4 806.2 3 11.414
231.75 0 121.62 173.96 6.72 1056.4 778.45 3 15.437
165 128.5 132.1 175.06 8.08 1005.8 746.6 3 19.416
162 190 148 179 19 838 741 28 33.757
167.35 129.9 128.62 175.46 7.79 1006.3 746.6 56 51.724
165 128.5 132.1 175.06 8.08 1005.8 746.6 100 55.02
214.9 53.8 121.89 155.63 9.61 1014.3 780.58 100 56.634
218.23 54.64 123.78 140.75 11.91 1075.7 792.67 3 27.42
275 180 120 162 10.35 830 765 28 76.235
162 190.1 148.1 178.8 18.8 838.1 741.4 28 33.762
139.7 163.9 127.7 236.7 5.8 868.6 655.6 28 35.225
289 0 0 192 0 913.2 895.3 90 32.068
374 189.2 0 170.1 10.1 926.1 756.7 56 63.397
288 192 0 192 0 932 717.8 3 16.11
200 133 0 192 0 965.4 806.2 7 17.166
393 0 0 192 0 940.6 785.6 3 19.199
387 20 94 157 11.61 938 845 28 46.684
325 0 0 184 0 1063 783 28 30.571
249.1 0 98.75 158.11 12.8 987.76 889.01 28 30.847
145 116 119 184 5.7 833 880 28 29.158
297.16 0 117.54 174.8 9.52 1022.8 753.45 3 21.912
339 0 0 185 0 1069 754 28 31.84
322 0 0 203 0 974 800 28 25.18
446 24 79 162 11.64 967 712 3 25.021
251.37 0 118.27 188.45 6.35 1028.4 757.73 28 32.66
212.57 0 100.39 159.35 10.37 1003.8 903.79 14 25.373
167.95 42.08 163.83 121.75 5.72 1058.7 780.11 3 7.7497
252.31 0 98.75 146.25 14.17 987.76 889.01 100 60.95
350 0 0 203 0 974 775 7 18.126
231.75 0 121.62 173.96 6.72 1056.4 778.45 100 45.836
166.09 0 163.27 176.46 4.49 1058.6 780.09 14 25.483
132 207 161 179 5 867 736 28 33.302
172.38 13.61 172.37 156.76 4.14 1006.3 856.4 100 37.68
312.7 144.7 0 127.3 8 999.7 822.2 28 44.524
331 0 0 192 0 1025 821 90 37.914
229.97 0 118.31 195.47 4.63 1029.4 758.59 14 20.084
387 20 94 157 11.61 938 845 7 41.665
469 117.2 0 137.8 32.2 852.1 840.5 7 54.896
143.6 0 174.9 158.4 17.9 942.7 844.5 28 15.424
173 116 0 192 0 946.8 856.8 90 32.103
385 0 0 186 0 966 763 14 27.924
284 15 141 179 5.46 842 801 28 43.733
145.4 0 178.9 201.7 7.8 824 868.7 28 10.536
310 0 0 192 0 970 850 7 14.989
350 0 0 203 0 974 775 90 31.35
228 342.1 0 185.7 0 955.8 674.3 28 39.699
290.2 193.5 0 185.7 0 998.2 704.3 7 21.859
337.9 189 0 174.9 9.5 944.7 755.8 3 24.097
331 0 0 192 0 978 825 360 41.244
333 0 0 192 0 931.2 842.6 90 41.68
425 106.3 0 151.4 18.6 936 803.7 91 66.7
318.8 212.5 0 155.7 14.3 852.1 880.4 91 68.1
424 22 132 168 8.92 822 750 3 32.11
167.95 42.08 163.83 121.75 5.72 1058.7 780.11 56 32.854
331 0 0 192 0 978 825 90 37.232
237 92 71 247 6 853 695 28 28.627
321 164 0 190 5 870 774 28 57.213
314 145.3 113.2 178.9 8 869.1 690.2 28 46.234
173 116 0 192 0 946.8 856.8 7 11.392
193.5 290.2 0 185.7 0 998.2 704.3 28 32.627
159.8 250 0 168.4 12.2 1049.3 688.2 28 39.456
192 288 0 192 0 929.8 716.1 7 21.481
400 0 0 187 0 1025 745 7 30.144
153 145 113 178 8 867 824 28 26.228
475 0 0 228 0 932 594 28 39.29
164 163 128 197 8 961 641 28 27.234
393 0 0 192 0 940 758 90 48.794
210.7 316.1 0 185.7 0 977 689.3 28 37.814
108.3 162.4 0 203.5 0 938.2 849 90 29.232
332.5 142.5 0 228 0 932 594 28 33.019
277.05 0 97.39 160.6 11.83 973.9 875.61 28 48.284
173.81 93.37 159.9 172.34 9.73 1007.2 746.6 100 50.938
286.3 200.9 0 144.7 11.2 1004.6 803.7 28 67.7
331 0 0 192 0 1025 821 7 17.437
339 0 0 197 0 968 781 28 32.04
516 0 0 162 8.2 801 802 28 41.369
173.81 93.37 159.9 172.34 9.73 1007.2 746.6 14 29.551
151 0 185 167 16 1074 678 28 13.459
382 0 0 186 0 1111 784 7 11.466
251.37 0 118.27 192.94 5.75 1043.6 754.3 14 20.726
212.57 0 100.39 159.35 10.37 1003.8 903.79 3 13.334
469 117.2 0 137.8 32.2 852.1 840.5 56 69.299
234 156 0 189 5.85 981 760 28 39.3
475 0 0 228 0 932 594 365 41.935
255 99 77 189 6 919 749 28 33.798
252.31 0 98.75 146.25 14.17 987.76 889.01 28 50.601
355 19 97 145 13.13 967 871 28 44.03
401.8 94.7 0 147.4 11.4 946.8 852.1 7 54.096
236 0 0 193 0 968 885 365 25.083
102 153 0 192 0 887 942 90 25.461
389.9 189 0 145.9 22 944.7 755.8 7 59.095
164 0 200 181 13 849 846 28 15.086
525 0 0 189 0 1125 613 3 33.798
194.68 0 100.52 165.62 7.48 1006.4 905.9 28 25.724
213.74 0 174.74 154.79 10.16 1053.5 776.35 56 46.643
469 117.2 0 137.8 32.2 852.1 840.5 91 70.699
116 173 0 192 0 909.8 891.9 28 22.348
237.5 237.5 0 228 0 932 594 180 36.252
286.3 200.9 0 144.7 11.2 1004.6 803.7 7 37.997
255.5 170.3 0 185.7 0 1026.6 724.3 28 32.052
170.3 155.5 0 185.7 0 1026.6 724.3 7 10.73
190.34 0 125.18 161.85 9.88 1088.1 802.59 100 40.39
194.68 0 100.52 170.17 7.48 998 901.8 100 44.278
213.72 98.05 24.51 181.71 6.86 1065.8 785.38 56 50.773
290.35 0 96.18 168.08 9.41 961.18 865 100 48.973
213.74 0 174.74 154.79 10.16 1053.5 776.35 14 33.729
198.6 132.4 0 192 0 978.4 825.5 3 9.1314
281 0 0 186 0 1104 774 28 22.436
212.57 0 100.39 159.35 10.37 1003.8 903.79 100 47.739
236 0 0 194 0 968 885 3 6.4673
318.8 212.5 0 155.7 14.3 852.1 880.4 3 25.2
302 0 0 203 0 974 817 14 18.126
475 0 59 142 1.9 1098 641 28 57.227
349 0 0 192 0 1047 806 90 39.486
141.3 212 0 203.5 0 971.8 748.5 7 10.394
540 0 0 173 0 1125 613 7 52.614
389.9 189 0 145.9 22 944.7 755.8 56 79.4
522 0 0 146 0 896 896 7 50.511
203.5 305.3 0 203.5 0 963.4 630 7 19.539
425 106.3 0 153.5 16.5 852.1 887.1 3 33.398
181.38 0 167.01 169.59 7.56 1055.6 777.8 100 45.368
146 230 0 202 3 827 872 28 33.06
166.09 0 163.27 176.46 4.49 1058.6 780.09 100 33.543
318.8 212.5 0 155.7 14.3 852.1 880.4 7 33.398
277 0 0 191 0 968 856 360 33.702
225 0 0 181 0 1113 833 28 17.34
212 0 124.78 159 7.84 1085.4 799.54 14 31.35
145.9 230.5 0 202.5 3.4 827 871.8 28 32.72
400 0 0 187 0 1025 745 28 43.699
116 173 0 192 0 909.8 891.9 3 6.2804
446 24 79 162 11.64 967 712 56 55.255
381.4 0 0 185.7 0 1104.6 784.3 28 22.489
251.81 0 99.94 146.14 12.35 1006 899.76 100 45.368
375 93.8 0 126.6 23.4 852.1 992.6 91 62.501
520 0 0 170 5.2 855 855 28 60.281
252.31 0 98.75 146.25 14.17 987.76 889.01 14 42.292
173.54 50.05 173.53 164.77 6.47 1006.2 793.5 56 53.772
249.1 0 98.75 158.11 12.8 987.76 889.01 3 15.362
297.8 137.2 106.9 201.3 6 878.4 655.3 28 53.525
133 210 0 196 3 949 795 28 31.026
313 145 0 178 8 1002 689 28 41.051
279.8 128.9 100.4 172.4 9.5 825.1 804.9 28 52.827
288 192 0 192 0 932 717.8 90 50.527
238.05 0 94.11 186.66 7 949.91 847.01 14 25.69
380 95 0 228 0 932 594 90 40.563
102 153 0 192 0 887 942 7 7.6759
331 0 0 192 0 879 825 3 13.521
359 19 141 154 10.91 942 801 56 66.781
154.8 0 142.8 193.3 9.1 1047.4 696.7 28 12.46
102 153 0 192 0 887 942 28 17.276
525 0 0 189 0 1125 613 90 58.785
339.2 0 0 185.7 0 1069.2 754.3 7 21.179
323.7 282.8 0 183.8 10.3 942.7 659.9 28 74.698
290.35 0 96.18 168.08 9.41 961.18 865 14 34.674
236 0 0 194 0 968 885 14 12.838
167.95 42.08 163.83 121.75 5.72 1058.7 780.11 28 24.242
203.5 135.7 0 185.7 0 1076.2 759.3 28 22.63
194.68 0 100.52 170.17 7.48 998 901.8 28 37.266
252.5 0 0 185.7 0 1111.6 784.3 28 19.765
540 0 0 173 0 1125 613 14 59.764
144 170 133 192 8 814 805 28 29.868
393 0 0 192 0 940 758 3 19.105
193.5 290.2 0 185.7 0 998.2 704.3 7 17.2
305.3 203.5 0 203.5 0 965.4 631 7 25.894
350 0 0 186 0 1050 770 7 20.277
140 164 128 237 6 869 656 28 35.225
213.76 98.06 24.52 181.74 6.65 1066 785.52 100 49.973
525 0 0 189 0 1125 613 7 42.423
156 243 0 180 11 1022 698 28 37.363
331 0 0 192 0 1025 821 120 39.383
540 0 0 162 2.5 1040 676 28 79.986
310 0 0 192 0 971 850.6 3 9.8664
