x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 y1 y2 y3 y4 y5 y6 y7 y8 y9 y10  
11.195 10.768 5.1874 7.5578 10.031 7.7522 6.7394 0.26874 1.6195 0.17061 0.022715 0.11479 0.0045928 8.8432 76.898 9.4058 0.34997 2.61e-006 1.42e-005 0.070676 2.6259 0.11608 2.1892 1.6309 0.83433 7.7913 3.8789 0.14159 2.7495 1.4993
5.168 14.527 9.2824 8.7019 6.3251 13.915 7.2116 0.12838 0.12584 0.81014 0.0075481 0.010864 0.064426 20.641 12.924 15.315 0.3698 8.85e-005 0.0095281 0.087324 2.1281 0.26163 2.1497 2.9647 2.0799 7.1379 4.3405 0.11058 2.7001 1.4874
14.49 7.1683 13.074 6.9162 6.9068 6.4558 10.403 0.9382 0.36113 1.9172 0.028898 0.017975 0.16179 35.771 69.881 18.379 0.33221 5.41e-005 0.0018049 0.050426 2.6674 0.41926 2.108 1.5949 0.50401 7.8241 3.7921 0.12569 2.813 1.4639
2.5444 12.78 13.854 5.1953 14.302 12.105 10.037 1.8837 0.23597 1.1054 0.077286 0.0077238 0.01605 10.326 7.8523 20.947 0.35252 9.65e-005 0.0074956 0.087029 1.9168 0.016264 2.187 0.68331 2.6221 6.4568 4.5879 0.011598 2.3332 1.6415
9.0605 7.9726 14.637 8.4557 11.276 9.1536 7.118 1.174 1.4498 0.44565 0.11328 0.060012 0.043499 20.016 108.16 38.813 0.34227 8.69e-005 0.00084599 0.033896 2.6773 0.38164 2.1285 1.5272 0.482 7.8073 3.8209 0.1336 2.7846 1.4658
12.725 11.456 10.964 2.6203 13.196 3.5115 6.1297 1.7825 1.814 1.2829 0.14401 0.056267 0.12643 2.9111 21.8 30.387 0.34698 6.64e-005 0.006685 0.099648 2.0789 0.021133 2.1168 1.9577 1.8682 7.5265 3.8882 0.092888 2.2578 1.6135
11.681 18.242 11.672 14.946 12.028 12.245 12.235 0.8085 1.9064 0.63753 0.018135 0.11273 0.024926 50.719 2.9983 10.496 0.32722 4.26e-005 0.0051479 0.061831 2.2049 0.43025 2.1232 2.758 2.6849 9.0707 5.1973 0.40949 2.7144 1.042
4.3315 15.542 1.935 1.6238 2.578 2.4386 9.2303 0.60299 1.8356 0.1145 0.035429 0.13989 0.0067043 28.746 28 16.298 0.31422 7.42e-005 0.0067112 0.0095437 2.6125 0.42078 2.1057 1.645 0.65241 7.8022 3.7674 0.15866 2.9106 1.3535
8.4446 11.752 4.3767 14.137 12.089 7.2858 6.4229 0.77127 1.3726 1.1498 0.037873 0.10579 0.074326 10.5 4.8334 24.568 0.3599 1.3e-005 0.0067897 0.021544 2.0684 0.31713 2.2418 2.9419 2.1442 7.2987 3.8907 0.57789 2.6388 1.0922
7.1308 13.271 5.0032 2.7644 4.6805 12.766 8.7628 0.12677 1.2745 0.72887 0.012213 0.085161 0.059436 0.50572 133.87 4.2496 0.33262 9.56e-005 0.0029865 0.053799 2.5689 0.0020844 1.7828 1.5242 1.0508 7.7658 3.8789 0.098475 2.6631 1.4628
6.2531 13.486 6.5389 8.7672 6.1063 11.525 2.606 0.40478 0.203 1.3146 0.038319 0.0078621 0.063883 8.4684 98.857 10.602 0.34973 8.37e-005 0.0053275 0.066119 2.6129 0.062008 2.2347 1.5934 0.94452 7.7884 3.9016 0.12197 2.7184 1.4829
3.5173 11.96 5.848 4.2324 3.1846 7.9185 6.8705 1.9526 0.84459 0.5115 0.095316 0.022584 0.016609 19.808 125.71 32.693 0.35494 3.29e-005 0.0099077 0.077626 2.636 0.31607 2.1179 1.6429 0.63423 7.782 3.8719 0.1122 2.7455 1.4752
12.311 6.4965 10.593 5.0776 5.5968 4.5417 13.75 1.7001 0.70082 0.34773 0.06875 0.036576 0.019166 5.98 2.0711 3.7621 0.33848 7.81e-006 0.0060818 0.044613 1.7792 0.17236 2.1667 0.92941 2.5712 6.664 4.0236 0.13782 2.5513 1.3381
4.7808 18.971 12.82 10.563 8.2334 8.5429 10.988 1.2335 0.45285 1.0074 0.047923 0.041683 0.069664 6.4625 23.749 1.2509 0.34077 4.98e-005 0.00090822 0.062381 2.4537 0.019363 4.0331 2.3381 1.6762 7.4996 3.9647 0.019868 2.7111 1.3075
2.1385 5.3653 6.7774 12.291 7.5981 12.044 1.3525 0.99449 1.1457 1.4054 0.093245 0.11287 0.051509 28.55 44.433 40.703 0.31384 3.83e-005 0.0037975 0.059008 2.6402 0.3877 2.1356 1.7378 0.74952 7.8397 3.8874 0.12199 2.7956 1.508
10.544 13.687 1.2228 8.3388 13.167 5.5137 4.9617 1.0727 0.67891 1.0864 0.049212 0.030149 0.10768 11.329 5.0531 13.089 0.32958 8.39e-005 0.0025838 0.033638 2.0693 0.32241 2.1832 2.784 2.693 7.0704 4.5368 0.41433 2.7671 1.1808
6.8017 11.936 2.5095 1.4389 11.751 8.2456 2.7955 0.92617 1.3258 0.23499 0.017816 0.037012 0.014658 25.656 60.061 29.094 0.35255 5.93e-005 0.0096795 0.090291 2.5607 0.36732 2.0983 1.7463 0.65095 7.6951 3.8143 0.10883 2.7094 1.6312
1.7249 19.628 12.672 10.932 2.7022 7.2339 11.384 1.2129 0.86243 0.29728 0.10433 0.072241 0.017125 34.764 28.781 12.865 0.3127 9e-005 0.0044535 0.012989 2.6021 0.41408 2.1206 1.7716 0.77371 7.8559 3.8187 0.19094 2.7558 1.2162
12.953 12.595 5.721 10.894 4.3253 10.423 11.58 0.29916 0.7676 1.9583 0.028242 0.067057 0.051096 1.0416 9.9761 15.053 0.30549 3.88e-005 0.0037964 0.046762 2.3041 0.097229 4.7262 1.9274 2.85 7.3979 3.988 0.28063 2.14 1.2522
3.4927 6.8636 7.8482 3.6449 3.9989 5.6542 12.252 1.7533 0.62819 1.372 0.12087 0.025887 0.042069 9.1946 24.586 25.957 0.30685 9.16e-005 0.005411 0.052023 2.5396 0.14191 2.1276 2.1042 0.75965 7.7852 3.8839 0.11045 2.7765 1.4557
10.021 18.437 9.6124 8.6898 9.9454 3.8276 13.923 1.923 0.87919 0.59852 0.14642 0.062892 0.05234 3.2427 28.535 35.577 0.36355 2.5e-005 0.0093205 0.020639 2.3067 0.1882 2.4072 1.9003 1.2486 7.823 3.7703 0.27646 2.678 1.3563
1.1378 13.47 9.0503 11.735 2.8009 7.9292 3.5172 0.79383 0.53321 0.53609 0.054111 0.020256 0.031113 6.0604 3.76 5.7482 0.33445 7.73e-006 0.00069678 0.060904 1.7099 0.0031683 3.0896 0.2417 4.4053 5.4564 7.1312 0.0067695 2.2834 0.64892
8.2707 18.89 3.8098 1.3821 12.512 5.1476 12.191 1.2522 1.085 1.3833 0.052496 0.089364 0.094266 26.049 2.2335 44.183 0.33176 2.92e-005 0.00038951 0.020339 2.3802 0.42513 2.1044 2.9203 3.0911 9.8452 4.9057 0.69767 2.594 1.3046
12.458 16.779 14.134 11.937 14.952 7.8981 1.7908 0.89811 0.13905 1.4944 0.02916 0.0066085 0.034829 20.804 24.471 0.34812 0.35347 8.34e-005 0.006467 0.026926 2.4499 0.39839 2.2425 1.8389 0.71488 7.8682 3.7768 0.23275 2.8331 1.36
4.8257 19.096 10.387 2.107 8.6156 13.083 14.239 0.066054 1.4012 1.6585 0.0016879 0.067615 0.092297 55.743 5.7473 1.1815 0.36506 3.4e-005 0.0015343 0.0093194 2.6336 0.4163 2.1057 3.1623 2.1804 7.388 3.8626 0.53172 2.3331 0.79667
7.6015 9.0031 11.14 13.769 12.253 13.719 10.947 0.49228 1.9267 1.2848 0.028793 0.19104 0.094307 8.6108 4.6661 11.344 0.32156 5.37e-005 0.0062796 0.08591 1.7541 0.014529 2.3559 0.0083427 3.2031 5.8779 4.8909 0.022082 2.36 1.6272
13.71 14.368 8.4073 6.0959 1.2103 8.9303 3.1507 0.070023 0.66056 1.0468 0.00091737 0.052567 0.054471 14.584 49.496 42.825 0.36785 8.57e-005 0.00097399 0.015077 2.644 0.41628 2.1232 1.5649 0.53753 7.8572 3.798 0.17081 2.8132 1.424
12.796 18.295 12.051 7.6812 14.695 10.487 6.0216 1.5924 0.42094 0.42569 0.06011 0.040636 0.042269 65.31 60.648 33.629 0.35472 3.45e-005 0.0011099 0.027269 2.646 0.4208 2.1062 1.6136 0.55126 7.8684 3.771 0.15075 2.8175 1.4192
6.9763 15.149 1.4357 14.97 10.461 8.6661 13.711 1.8771 0.56803 1.2459 0.16906 0.049596 0.065002 35.9 6.5103 0.83538 0.32308 8.7e-005 0.0045761 0.042366 2.176 0.4454 2.1387 3.1343 2.5689 6.9198 4.8682 0.25862 2.8293 1.2796
8.4118 16.911 2.3287 13.271 6.0541 1.6557 12.501 1.9261 1.8909 1.2015 0.12284 0.090843 0.1012 5.0387 32.27 8.7394 0.34457 2.11e-005 0.0081091 0.02374 2.4336 0.19951 2.5008 1.7837 1.2969 7.7989 3.8471 0.24141 2.8696 1.3805
10.776 15.274 13.495 1.2677 5.6746 9.2363 4.7966 1.4962 0.82379 1.5219 0.063886 0.0094929 0.051563 19.721 4.1069 7.0996 0.33827 2.23e-005 0.0092214 0.072238 1.9582 0.3406 2.1037 1.8795 2.7592 7.0913 4.609 0.1399 2.7282 1.2362
13.978 11.734 3.3011 2.2563 4.4608 8.4961 2.9662 0.33788 1.7506 1.44 0.020797 0.070221 0.1302 11.101 69.829 22.018 0.3596 7.98e-005 0.0025319 0.040649 2.6397 0.37328 2.1048 1.5555 0.52045 7.8029 3.782 0.13981 2.8188 1.466
6.1938 14.343 1.7809 14.669 13.574 10.204 7.1801 1.5455 1.8049 0.34734 0.15323 0.078963 0.024119 36.164 10.137 8.7251 0.35115 6.13e-005 0.00082274 0.017019 2.4844 0.40709 2.1347 2.2745 1.3421 7.551 3.8428 0.30521 2.8122 1.0749
6.0154 14.993 13.666 4.3321 4.2377 8.3567 9.9476 1.5031 1.2468 1.0256 0.042841 0.11152 0.022251 21.772 98.744 13.306 0.30266 3.58e-005 0.0059133 0.043363 2.6545 0.39452 2.1166 1.6149 0.51665 7.8107 3.8177 0.12037 2.7904 1.442
11.641 17.005 13.031 3.8239 5.4148 11.228 7.3237 1.8773 1.3821 0.61847 0.10384 0.041075 0.027808 31.153 48.007 22.717 0.35353 1.75e-005 0.0014452 0.058897 2.6162 0.41415 2.1084 1.8451 0.61893 7.8173 3.7869 0.14763 2.8627 1.431
14.094 18.335 6.1547 12.92 7.4817 4.7644 6.4601 0.1753 0.053718 0.054598 0.0062184 0.0018057 0.0040312 15.733 9.3119 56.756 0.358 4.26e-005 0.0050957 0.015361 2.3224 0.41114 2.1775 2.5794 1.664 7.5202 3.7538 0.49962 2.5772 1.1321
3.6938 12.52 10.098 12.504 12.97 8.5247 3.1545 0.73529 1.2507 0.2503 0.041802 0.048085 0.012386 25.134 29.378 44.186 0.30501 6.12e-005 0.0087821 0.083246 2.4924 0.29738 2.1597 2.2782 1.1496 7.7126 3.9816 0.12547 2.7303 1.5895
10.702 9.219 14.851 13.209 4.5162 1.9676 4.3163 1.8209 1.7028 1.1791 0.078411 0.10362 0.063457 35.526 29.82 34.963 0.36966 1.2e-005 0.0079559 0.07322 2.5897 0.40988 2.1262 2.0024 0.69239 7.8662 3.8479 0.15149 2.8564 1.4584
3.4358 18.735 10.77 12.498 9.894 11.9 1.4968 0.81449 0.74649 0.93456 0.040132 0.06084 0.077481 2.5885 14.875 5.5585 0.35475 7.62e-005 0.0055927 0.065666 1.8965 0.00011978 3.9099 1.9372 3.212 7.191 4.3223 0.02744 2.3111 1.3183
13.211 19.283 10.133 12.883 2.4481 8.3097 5.1404 1.3493 1.1036 1.4321 0.046432 0.038622 0.11013 2.2049 0.027925 5.0216 0.36525 7.09e-005 0.00034681 0.085122 0.65147 0.00012607 2.1946 0.016543 0.92989 0.0087379 0.015767 3.77e-008 0.73131 0.10094
11.426 15.977 3.8723 7.3627 6.9554 14.832 12.957 0.19468 1.5877 0.94665 0.012499 0.14945 0.048548 0.99352 3.7132 11.075 0.31094 5.27e-005 0.0090851 0.064685 1.2752 0.074709 2.8526 0.36904 4.3249 4.6918 6.52 7.95e-005 2.1706 1.2615
3.7586 15.267 13.101 12.817 6.4474 12.502 2.2926 0.53958 1.0575 0.30626 0.039516 0.088778 0.0074964 41.51 6.5209 31.301 0.31604 3.69e-005 0.0053169 0.026388 2.301 0.41903 2.1201 2.9415 2.3177 7.3609 3.9776 0.34594 2.5418 0.99939
5.0603 19.332 8.9041 14.336 8.2705 2.8827 5.3078 0.94427 1.3856 1.6021 0.040811 0.070755 0.04928 57.737 8.3064 23.911 0.33825 9.43e-005 0.0090436 0.018346 2.3522 0.42231 2.1165 2.6637 2.1679 7.4663 3.9152 0.44227 2.5053 1.04
10.936 15.303 6.0642 2.6212 10.069 7.3081 14.322 0.4187 1.6358 0.13873 0.036004 0.054219 0.0073112 7.3199 18.828 33.093 0.33287 5.36e-005 0.0021378 0.038933 2.4364 0.21324 2.1253 2.2502 0.92745 7.686 3.7919 0.235 2.8649 1.4027
7.0686 14.995 6.9275 13.727 1.1323 8.7033 8.5153 1.4407 1.4568 1.9951 0.14293 0.067429 0.18217 22.047 3.4271 27.555 0.34898 9.27e-005 0.0033114 0.052799 2.0901 0.40391 2.1611 2.3816 2.9793 7.297 5.8609 0.2624 2.8098 0.97618
4.4752 10.957 9.025 2.3377 9.6331 2.6334 9.5526 0.69761 0.79274 1.2491 0.036668 0.072902 0.076823 23.554 6.3885 14.298 0.32736 6.79e-006 0.0024766 0.010547 2.4719 0.40066 2.1057 2.6675 1.101 7.5985 3.6648 0.3347 2.6031 1.0308
7.2256 15.103 8.2668 5.7416 12.868 10.797 3.7237 0.15132 1.6747 1.6055 0.0081661 0.10207 0.13234 12.54 19.612 15.486 0.30456 2.63e-005 0.0028721 0.069059 2.3954 0.15362 2.1512 2.3555 1.2195 7.5498 3.9646 0.14769 2.743 1.5257
4.4507 5.1519 12.008 9.7579 1.0815 10.988 1.8022 1.6999 1.6528 0.45499 0.1695 0.1501 0.041298 18.885 107.21 6.6647 0.31221 9.99e-005 0.0026138 0.040437 2.6778 0.39979 2.1407 1.5128 0.55033 7.8001 3.8329 0.10956 2.7703 1.4575
10.982 16.218 14.291 5.2876 1.5896 1.0226 2.3793 1.9189 0.38693 1.2491 0.14903 0.025055 0.11472 11.035 10.207 2.9953 0.31357 8.68e-005 0.0031994 0.064085 2.1655 0.33225 2.2455 2.4657 1.7488 7.2966 4.0317 0.10499 2.6891 1.293
5.5489 5.5889 10.893 14.775 9.1962 4.7126 11.589 0.94318 1.0163 1.7675 0.05331 0.074671 0.082857 0.41119 14.073 6.6563 0.35973 7.96e-005 0.0061608 0.085098 1.9212 0.00011962 2.8732 1.4705 2.6015 6.843 4.1312 0.00019508 0.93707 1.4341
9.5296 6.8122 4.384 4.6959 9.6874 10.9 8.3929 1.588 0.29163 0.50458 0.10272 0.0064071 0.010914 15.574 4.3108 47.605 0.31259 8.75e-005 0.0024717 0.098024 1.9542 0.22045 2.109 1.9756 2.143 5.7211 4.7605 0.087686 1.7459 1.9288
1.6837 16.637 5.0586 2.7576 11.396 4.0737 10.566 0.37232 1.7163 0.32451 0.020259 0.13395 0.019833 10.384 22.454 36.251 0.32235 7.82e-005 0.0017525 0.004683 2.6338 0.31057 2.1222 1.6773 0.58403 7.8419 3.7816 0.21021 2.8631 1.1012
13.965 17.47 12.533 13.722 6.8788 6.7588 12.511 0.75477 1.3025 1.1379 0.042311 0.065126 0.024994 25.19 11.547 25.325 0.35347 6.24e-005 0.0017893 0.095833 2.1783 0.35812 2.1547 2.8576 1.9683 7.2029 4.228 0.2409 2.7993 1.424
5.8059 8.8238 11.663 2.4671 5.165 5.2574 12.31 1.6257 1.2497 0.11978 0.085297 0.11225 0.0045967 4.4862 56.887 14.363 0.30589 8.12e-005 0.0064997 0.0081494 2.6282 0.26187 2.1309 1.5707 0.42182 7.8137 3.8091 0.16475 2.8158 1.4323
7.8177 16.806 5.2513 8.0146 2.6475 11.675 6.7896 1.7095 1.2831 1.1813 0.092192 0.094609 0.049378 42.637 103.34 49.895 0.36047 7e-005 0.0035667 0.056342 2.651 0.41917 2.1136 1.6002 0.59005 7.8118 3.8446 0.13165 2.8177 1.4591
7.2034 5.3017 2.2244 1.9788 2.843 14.592 10.68 1.5818 0.40353 0.79748 0.06657 0.017114 0.01545 15.768 59.347 5.1566 0.34465 5.28e-005 0.0012273 0.088502 2.6274 0.36209 2.0922 1.6937 0.62586 7.7551 3.8409 0.10932 2.6725 1.517
1.1664 10.749 12.969 14.885 7.1786 11.515 10.338 0.159 1.3217 1.0045 0.007953 0.10109 0.085934 9.1711 11.485 18.499 0.36248 2.61e-006 0.003976 0.06031 2.2249 0.034927 2.4953 2.5476 2.5511 7.3795 4.17 0.055271 2.6608 1.1996
